Contract ID,Project ID,Project Title,Contract No,Procurement Group,Country,No Objection Date,Team Leader,Procurement Method,Borrower Contract Reference,Signing Date,Total Contract Amount,Review Type
1880159,P166570,Uganda Secondary Education Expansion Project,1880159,Works,Uganda,"April 10, 2026",Julia Liberman,Request for Bids,UG-MOES-470272-CW-RFB,"February 19, 2026",1651502.85,Prior
1880158,P176693,Sub-Saharan Africa Women’s Empowerment and Demographic Dividend Plus Project,1880158,Consultant Services,Chad,"April 10, 2026",Eleonora Cavagnero,Direct Selection,TD-SWEDD–TD-469112-CS-CDS,"December 30, 2025",258017.56,Post
1880162,P171762,Enhancing Collection of Revenue and Expenditure Management Project,1880162,Consultant Services,"Congo, Democratic Republic of","April 10, 2026",Ruxandra Burdescu,Individual Consultant Selection,ZR-COREF-345018-CS-INDV,"August 1, 2023",48000.0,Post
1880160,P168308,Urban Resilience and Solid Waste Management Project,1880160,Consultant Services,Cote d'Ivoire,"April 10, 2026",Vivien Deparday,Quality And Cost-Based Selection,CI-PARU-448557-CS-QCBS,"March 9, 2026",516853.59,Post
1880163,P171056,Support for Resilient Livelihoods in the South of Madagascar - MIONJO Project,1880163,Consultant Services,Madagascar,"April 10, 2026",Joanna Peace De Berry,Individual Consultant Selection,MG-MIONJO-510332-CS-INDV,"March 30, 2026",3231.54,Post
1880161,P503941,Zambia Refugee and Host Communities Project - ZRHCP,1880161,Works,Zambia,"April 10, 2026",Matthew Stephens,Request for Bids,ZM-MHAIS-507865-CW-RFB,"April 7, 2026",163591.61,Post
1880164,P171762,Enhancing Collection of Revenue and Expenditure Management Project,1880164,Consultant Services,"Congo, Democratic Republic of","April 10, 2026",Ruxandra Burdescu,Individual Consultant Selection,ZR-COREF-345088-CS-INDV,"September 1, 2023",39600.0,Post
1880165,P171762,Enhancing Collection of Revenue and Expenditure Management Project,1880165,Consultant Services,"Congo, Democratic Republic of","April 10, 2026",Ruxandra Burdescu,Individual Consultant Selection,ZR-COREF-345088-CS-INDV,"November 13, 2023",39600.0,Post
1880166,P503941,Zambia Refugee and Host Communities Project - ZRHCP,1880166,Works,Zambia,"April 10, 2026",Matthew Stephens,Request for Bids,ZM-MHAIS-507862-CW-RFB,"April 7, 2026",257996.35,Post
1880167,P166013,Comprehensive Approach to Health System Strengthening,1880167,Goods,Netherlands,"April 10, 2026",Cedric Ndizeye,Direct Selection,KM-UGP SN-535146-GO-DIR,"March 5, 2026",266071.55,Post
1880169,P171762,Enhancing Collection of Revenue and Expenditure Management Project,1880169,Goods,"Congo, Democratic Republic of","April 10, 2026",Ruxandra Burdescu,Request for Quotations,ZR-COREF-378875-GO-RFQ,"November 30, 2023",5350.0,Post
1880168,P171762,Enhancing Collection of Revenue and Expenditure Management Project,1880168,Goods,"Congo, Democratic Republic of","April 10, 2026",Ruxandra Burdescu,Request for Quotations,ZR-COREF-378705-GO-RFQ,"March 26, 2024",69243.82,Post
1880170,P160865,Livestock Productivity and Resilience Support Project,1880170,Works,Nigeria,"April 10, 2026",Manievel Sene,Request for Bids,NG-ONDO L-PRES-486688-CW-RFB,"March 27, 2026",268051.87,Prior
1880171,P166013,Comprehensive Approach to Health System Strengthening,1880171,Goods,Netherlands,"April 10, 2026",Cedric Ndizeye,Direct Selection,KM-UGP SN-535506-GO-DIR,"March 5, 2026",188656.56,Post
1880173,P168779,Niger Learning Improvement for Results in Education Project,1880173,Consultant Services,Niger,"April 10, 2026",Marie Jacqueline Yvette Sacadura,Consultant Qualification Selection,NE-P-LIRE-532320-CS-CQS,"March 24, 2026",362867.06,Post
1880172,P166570,Uganda Secondary Education Expansion Project,1880172,Works,Uganda,"April 10, 2026",Julia Liberman,Request for Bids,UG-MOES-470272-CW-RFB,"February 19, 2026",1893059.05,Prior
1880174,P168779,Niger Learning Improvement for Results in Education Project,1880174,Consultant Services,Burkina Faso,"April 10, 2026",Marie Jacqueline Yvette Sacadura,Individual Consultant Selection,NE-P-LIRE-532322-CS-INDV,"March 26, 2026",40081.95,Post
1880175,P164293,Burkina Faso Higher Education Support Project,1880175,Goods,Burkina Faso,"April 10, 2026",Amina Debissa Denboba,Request for Bids,BF-PAES-165412-GO-RFB,"July 22, 2022",2045378.96,Prior
1880176,P164293,Burkina Faso Higher Education Support Project,1880176,Goods,Burkina Faso,"April 10, 2026",Amina Debissa Denboba,Request for Bids,BF-PAES-165412-GO-RFB,"July 28, 2022",2014867.9,Prior
1880178,P178831,Tajikistan Millati Solim Project,1880178,Consultant Services,Tajikistan,"April 10, 2026",Takahiro Hasumi,Quality And Cost-Based Selection,MOHSP/TMSP/QCBS/025/005,"April 2, 2026",236913.84,Post
1880177,P164293,Burkina Faso Higher Education Support Project,1880177,Goods,Burkina Faso,"April 10, 2026",Amina Debissa Denboba,Request for Bids,BF-PAES-165412-GO-RFB,"July 22, 2022",2057601.02,Prior
1880179,P164293,Burkina Faso Higher Education Support Project,1880179,Goods,Burkina Faso,"April 10, 2026",Amina Debissa Denboba,Request for Bids,BF-PAES-165412-GO-RFB,"July 28, 2022",1764371.87,Prior
1880181,P169222,Girls Empowerment and Quality Education for All Project,1880181,Works,Sao Tome and Principe,"April 10, 2026",Natasha De Andrade Falcao,Request for Bids,109/W/GEE/2025,"April 8, 2026",794965.08,Post
1880180,P169222,Girls Empowerment and Quality Education for All Project,1880180,Works,Sao Tome and Principe,"April 10, 2026",Natasha De Andrade Falcao,Request for Bids,109/W/GEE/2025,"April 8, 2026",532408.18,Post
1880183,P179751,SPF: Dominican Republic Multisectoral Response to Human Mobility,1880183,Consultant Services,Dominican Republic,"April 10, 2026",Ana Isabel Aguilera De Llano,Individual Consultant Selection,DO-MRHM-529451-CS-INDV,"March 18, 2026",6000.0,Post
1880182,P504532,"Democratic Republic of Congo Health Emergency Preparedness, Response, and Resilience Project",1880182,Goods,"Congo, Democratic Republic of","April 10, 2026",Adama Traore,Direct Selection,ZR-DRC-MSP-522380-GO-DIR,"February 12, 2026",1994612.0,Post
1880184,P167054,Improvement of Skills Development in Mozambique,1880184,Consultant Services,Mozambique,"April 10, 2026",Ana Ruth Menezes,Individual Consultant Selection,C120-A,"March 13, 2026",78075.0,Post
1880186,P169265,Harmonizing and Improving Statistics in West Africa,1880186,Non-consulting Services,Cote d'Ivoire,"April 10, 2026",Aboudrahyme Savadogo,Request for Quotations,CI-INS COTE D'IVOIRE-537816-NC-RFQ,"March 27, 2026",462836.68,Post
1880185,P177146,Urban Resilience Emergency Project,1880185,Consultant Services,Burundi,"April 10, 2026",Candice Andrea Gray Bernard,Individual Consultant Selection,BI-MIELS-PIU-474654-CS-INDV,"March 27, 2026",95286.8,Post
1880187,P162833,Improving the Performance of Non-Criminal Justice Services,1880187,Consultant Services,Peru,"April 10, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482770-CS-INDV,"August 22, 2025",1280.0,Post
1880188,P151224,Second Water Sector Institutional Development Project,1880188,Goods,Angola,"April 10, 2026",Marco Antonio Aguero,Request for Quotations,185G4/EPAL/25,"August 29, 2025",24515.84,Post
1880189,P151224,Second Water Sector Institutional Development Project,1880189,Consultant Services,Angola,"April 10, 2026",Marco Antonio Aguero,Direct Selection,35BCS4/UCP/25,"May 2, 2025",172350.0,Post
1880191,P151224,Second Water Sector Institutional Development Project,1880191,Goods,Angola,"April 10, 2026",Marco Antonio Aguero,Request for Quotations,185G4/EPAL/25,"August 22, 2025",359.23,Post
1880190,P166187,Competitiveness and Sector Diversification,1880190,Consultant Services,Suriname,"April 10, 2026",Ifeyinwa Uchenna Nwando Bonheur,Direct Selection,SR-MEA-530148-CS-CDS,"March 30, 2026",17758.87,Post
1880192,P180925,BDI Human Capital Development Project,1880192,Consultant Services,Algeria,"April 10, 2026",Boubakar Lompo,Individual Consultant Selection,BI-MENRS-PIU-522135-CS-INDV,"April 2, 2026",30154.0,Post
1880194,P173197,Regional Sahel Pastoralism Support Project II,1880194,Consultant Services,Mauritania,"April 10, 2026",Franck Berthe,Individual Consultant Selection,05/PI/PRAPS II/2025,"February 12, 2026",47683.44,Post
1880193,P168772,Valorization of Investments in the Valley of the Logone,1880193,Goods,Cameroon,"April 10, 2026",Thierry Davy,Request for Quotations,CM-SEMRY-483933-GO-RFQ,"August 27, 2025",33218.17,Post
1880195,P162833,Improving the Performance of Non-Criminal Justice Services,1880195,Consultant Services,Peru,"April 10, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482792-CS-INDV,"July 21, 2025",1777.78,Post
1880196,P156239,CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project,1880196,Consultant Services,Colombia,"April 10, 2026",Daniela Villalba,Individual Consultant Selection,PTSP-BIRF-8649-382,"March 16, 2026",3950.44,Post
1880198,P156239,CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project,1880198,Consultant Services,Colombia,"April 10, 2026",Daniela Villalba,Individual Consultant Selection,57833-PTSP-016-2026,"March 16, 2026",3888.97,Post
1880197,P156239,CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project,1880197,Consultant Services,Colombia,"April 10, 2026",Daniela Villalba,Individual Consultant Selection,57833-PTSP-022-2026,"March 16, 2026",5731.98,Post
1880199,P156239,CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project,1880199,Consultant Services,Colombia,"April 10, 2026",Daniela Villalba,Individual Consultant Selection,57833-PTSP-023-2026,"March 16, 2026",4526.69,Post
1880202,P156239,CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project,1880202,Consultant Services,Colombia,"April 10, 2026",Daniela Villalba,Individual Consultant Selection,57833-PTSP-019-2026,"March 16, 2026",8832.22,Post
1880200,P162833,Improving the Performance of Non-Criminal Justice Services,1880200,Consultant Services,Peru,"April 10, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482769-CS-INDV,"August 22, 2025",1280.0,Post
1880203,P162833,Improving the Performance of Non-Criminal Justice Services,1880203,Consultant Services,Peru,"April 10, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-482577-CS-INDV,"July 4, 2025",11851.86,Post
1880201,P171528,Caribbean Digital Transformation Project,1880201,Goods,St. Lucia,"April 10, 2026",Marolla Haddad,Request for Bids,SVG-CARDTP-GO-RFB-8,"August 5, 2025",13520.51,Post
1880204,P162833,Improving the Performance of Non-Criminal Justice Services,1880204,Consultant Services,Peru,"April 10, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-488245-CS-INDV,"June 9, 2025",4108.64,Post
1880205,P176532,Restoring Essential Services for Health and Advancing Preparedness for Emergencies Project,1880205,Consultant Services,Honduras,"April 10, 2026",Nicolas Collin Dit De Montesson,Individual Consultant Selection,HN-SESAL-540022-CS-INDV,"April 6, 2026",19955.46,Post
1880206,P176989,China Plastic Waste Reduction Project (Shaanxi),1880206,Consultant Services,China,"April 10, 2026",Jian Xie,Consultant Qualification Selection,CPWRP-PPMO-CS-01,"February 4, 2026",231383.17,Post
1880207,P172479,Strengthen Ethiopia’s Adaptive Safety Net,1880207,Goods,Ethiopia,"April 10, 2026",Christabel E. Dadzie,Request for Quotations,ET-SOMALI ABKROWOFED-486382-GO-RFQ,"May 15, 2025",25946.24,Post
1880208,P178176,Empowering Women Entrepreneurs and Upgrading MSMEs for Economic Transformation and Jobs in DRC Project,1880208,Goods,"Congo, Democratic Republic of","April 10, 2026",Zouhour Karray,Request for Quotations,ZR-TRANSFORME-513104-GO-RFQ,"February 18, 2026",102168.16,Post
1880209,P175977,Honduras Tropical Cyclones Eta and Iota Emergency Recovery Project,1880209,Consultant Services,Honduras,"April 10, 2026",Giuliana De Mendiola Ramirez,Consultant Qualification Selection,HN-SEDECOAS-457820-CS-CQS,"January 8, 2026",604687.31,Post
1880210,P171528,Caribbean Digital Transformation Project,1880210,Goods,St. Vincent and the Grenadines,"April 10, 2026",Marolla Haddad,Request for Quotations,SVGCARDTP-GO-RFQ-11,"June 17, 2025",39926.06,Post
1880211,P167156,Nigeria: Improved Child Survival Program for Human Capital MPA,1880211,Goods,Nigeria,"April 10, 2026",Onoriode Ezire,Request for Bids,NG-CROSS RIVER STATE IM-513714-GO-RFB,"December 10, 2025",378337.46,Post
1880213,P178362,Cote d’Ivoire Inclusive Connectivity and Rural Infrastructure Project,1880213,Goods,Cote d'Ivoire,"April 10, 2026",Oceane Keou,Request for Quotations,CI-CC-PRICI-524481-GO-RFQ,"January 6, 2026",282130.38,Post
1880212,P170664,Adolescent Girls Initiative for Learning and Empowerment,1880212,Consultant Services,Nigeria,"April 10, 2026",Shinsaku Nomura,Individual Consultant Selection,NG-NPCU-318798-CS-INDV,"October 12, 2022",15800.81,Post
1880214,P171528,Caribbean Digital Transformation Project,1880214,Goods,Turkiye,"April 10, 2026",Marolla Haddad,Request for Bids,SVG-CARDTP-GO-RFB-8,"August 8, 2025",1304887.55,Post
1880215,P178497,Harmonizing and Improving Statistics in West and Central Africa - Series of Projects 1 (HISWACA - SOP 1),1880215,Goods,Guinea-Bissau,"April 10, 2026",Abdoullahi Beidou,Request for Bids,GW-INE-BISSAU-521665-GO-RFB,"April 8, 2026",390007.31,Post
1880216,P167678,Gazetted Forests Management Project,1880216,Consultant Services,Benin,"April 10, 2026",Jean-Dominique Luc Marie Bescond,Individual Consultant Selection,BJ-WACA -514507-CS-INDV,"December 16, 2025",17722.43,Post
1880217,P169267,Support to Land and Mining Management Strengthening Project,1880217,Non-consulting Services,Burkina Faso,"April 10, 2026",Boubacar Bocoum,Request for Quotations,BF-MINES-404138-NC-RFQ,"October 17, 2024",50038.01,Post
1880218,P178497,Harmonizing and Improving Statistics in West and Central Africa - Series of Projects 1 (HISWACA - SOP 1),1880218,Goods,Guinea-Bissau,"April 10, 2026",Abdoullahi Beidou,Request for Quotations,GW-INE-BISSAU-512120-GO-RFQ,"April 8, 2026",78503.67,Post
1880219,P178497,Harmonizing and Improving Statistics in West and Central Africa - Series of Projects 1 (HISWACA - SOP 1),1880219,Goods,Guinea-Bissau,"April 10, 2026",Abdoullahi Beidou,Request for Quotations,GW-INE-BISSAU-521668-GO-RFQ,"April 8, 2026",41962.43,Post
1880223,P170664,Adolescent Girls Initiative for Learning and Empowerment,1880223,Goods,Nigeria,"April 10, 2026",Shinsaku Nomura,Request for Quotations,NG-NPCU-446796-GO-RFQ,"October 10, 2024",2172.61,Post
1880221,P178497,Harmonizing and Improving Statistics in West and Central Africa - Series of Projects 1 (HISWACA - SOP 1),1880221,Goods,Guinea-Bissau,"April 10, 2026",Abdoullahi Beidou,Request for Quotations,GW-INE-BISSAU-521662-GO-RFQ,"April 9, 2026",31418.25,Post
1880222,P170664,Adolescent Girls Initiative for Learning and Empowerment,1880222,Consultant Services,Nigeria,"April 10, 2026",Shinsaku Nomura,Direct Selection,NG-NPCU-438726-CS-CDS,"October 23, 2024",58462.99,Post
1880220,P170664,Adolescent Girls Initiative for Learning and Empowerment,1880220,Consultant Services,Nigeria,"April 10, 2026",Shinsaku Nomura,Individual Consultant Selection,NG-NPCU-322547-CS-CDS,"November 18, 2022",42501.84,Post
1880224,P178035,Accelerating Economic Diversification and Job Creation Project,1880224,Consultant Services,Portugal,"April 10, 2026",Sunita Varada,Individual Consultant Selection,60ACS4/MINPLAN/25,"January 19, 2026",7000.0,Post
1880227,P174178,Social Protection and Youth Productive Inclusion Project,1880227,Goods,"Congo, Republic of","April 10, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-154-F-CF-2025,"November 13, 2025",11984.59,Post
1880226,P174178,Social Protection and Youth Productive Inclusion Project,1880226,Goods,"Congo, Republic of","April 10, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-154-F-CF-2025,"November 13, 2025",19684.51,Post
1880225,P162278,National Urban Cadaster and Municipal Support Project,1880225,Consultant Services,Peru,"April 10, 2026",Gabriel Sergio Arrisueno Fajardo,Individual Consultant Selection,CONTRATO N°033-2026-UE003/COFOPRI,"April 1, 2026",11851.85,Post
1880229,P174178,Social Protection and Youth Productive Inclusion Project,1880229,Goods,"Congo, Republic of","April 10, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-154-F-CF-2025,"November 13, 2025",804.13,Post
1880228,P174178,Social Protection and Youth Productive Inclusion Project,1880228,Goods,"Congo, Republic of","April 10, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-154-F-CF-2025,"November 13, 2025",1726.89,Post
1880231,P174178,Social Protection and Youth Productive Inclusion Project,1880231,Goods,"Congo, Republic of","April 10, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-154-F-CF-2025,"November 13, 2025",6709.6,Post
1880230,P174178,Social Protection and Youth Productive Inclusion Project,1880230,Goods,"Congo, Republic of","April 10, 2026",Gbetoho Joachim Boko,Request for Quotations,CG-PSIPJ-154-F-CF-2025,"November 13, 2025",3205.98,Post
1880232,P160865,Livestock Productivity and Resilience Support Project,1880232,Works,Nigeria,"April 11, 2026",Manievel Sene,Request for Quotations,NG-EKITI L-PRES-478173-CW-RFB,"October 14, 2025",146234.11,Post
1880234,P162594,Multipurpose Cadaster Project,1880234,Consultant Services,Colombia,"April 11, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"March 21, 2025",19033.37,Post
1880233,P160865,Livestock Productivity and Resilience Support Project,1880233,Non-consulting Services,Nigeria,"April 11, 2026",Manievel Sene,Request for Quotations,NG-EKITI L-PRES-493076-NC-RFQ,"June 30, 2025",8581.27,Post
